,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
4664,France,"88-90 Barrel sample. A light style, moving into delicate citrus and crisp fruits. It shows a lively palate, with a tight, dry core of botrytis.",Barrel Sample,89,,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Bastor-Lamontagne 2008 Barrel Sample  (Sauternes),Bordeaux-style White Blend,Château Bastor-Lamontagne
4665,France,"88-90 Barrel sample. A ripe, fruity wine, showing delicious fresh berries, lively acidity over solid tannins. This is a wine on the charming side, maybe lacking intensity, but a pleasure to taste.",Barrel sample,89,,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Croizet-Bages 2008 Barrel sample  (Pauillac),Bordeaux-style Red Blend,Château Croizet-Bages
4666,France,"88-90 Barrel sample. With its minty aroma and high proportion of new wood, this is a wine which shows polish, a smooth, wood-laden texture offering a wine that will probably age quickly.",Barrel sample,89,,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Ferrière 2008 Barrel sample  (Margaux),Bordeaux-style Red Blend,Château Ferrière
4667,US,"There are delicious flavors in this ripe Syrah, and while it's too soft for comfort, it sure is nice to drink. Offers waves of blackberries, mocha, black pepper and smoky sandalwood that finish thoroughly dry and complex in Asian spices.",Farráh,89,18,California,Lodi,Central Valley,,,Klinker Brick 2007 Farráh Syrah (Lodi),Syrah,Klinker Brick
4668,US,"A proven success for Tildio, the newest release of Cabernet Franc uses fruit from the exceptional RiverBend vineyard in the Wahluke Slope. It's a delicious mix of wild berry and smoky earth, with dark streaks of licorice and tar adding depth and persistence.",,89,30,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine ,Tildio 2006 Cabernet Franc (Wahluke Slope),Cabernet Franc,Tildio
4669,Australia,"Delicate and light-bodied with plenty to love in the nose, including irresistible notes of bread dough, strawberry and lemon which turn to fresh cherries in the mouth. The finish is focused and very crisp—just a few paces short of tart, actually. This wine screams for raw oysters.",Brut Méthode Traditionelle Sparkling Wine,89,20,Tasmania,Tasmania,,,,42°S NV Brut Méthode Traditionelle Sparkling Wine  (Tasmania),Champagne Blend,42°S
4670,US,"Three vineyards contribute to this lovely wine, two in Rutherford, both certified organic, and another in Soda Canyon which is at 800-feet in elevation. Red and blue fruit open for leather and a touch of cedar and dried herb—the wine ultimately elegant and Old World. The tannin weight is substantial but never distracting.",,91,75,California,Rutherford,Napa,Virginie Boone,@vboone,Pine & Brown 2013 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Pine & Brown
4671,US,"Quite light in aroma at first, this is a delicate, lithe and lovely bottling, showing lemon and yellow pear tones on the nose. That sensibility carries to the palate, where touches of yellow apple, sea salt, faint banana and a shred of bubblegum converge for a complete yet restrained white wine experience.",Vogelzang Vineyard,91,25,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Point & Line 2014 Vogelzang Vineyard Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Point & Line
4672,Germany,"Fresh grapefruit, lime and lemon collide in this invigorating waterfall of citrus flavors. Off dry in style and breathlessly light in texture, it hits the palate with an electric edge of acidity that reverberates through a long finish. Drink now through 2024.",Rotlack Kabinett Feinherb,91,55,Rheingau,,,Anna Lee C. Iijima,,Schloss Johannisberger 2014 Rotlack Kabinett Feinherb Riesling (Rheingau),Riesling,Schloss Johannisberger
4673,US,"The producer's flagship wine, this vintage blends Cabernet Sauvignon, Merlot and Cabernet Franc. Dry tannins provide a leathery texture atop piquant sensibilities of cedar, pencil and chocolate-specked blackberry jam. Structured and full bodied, it'll benefit from further cellaring. Drink now through 2022.",Cambium,91,115,California,Napa Valley,Napa,Virginie Boone,@vboone,Sequoia Grove 2012 Cambium Red (Napa Valley),Bordeaux-style Red Blend,Sequoia Grove
4674,US,"Different and intriguing, this tightly wound wine has white pepper aromas, tart cherry and raspberry flavors and an engaging, astringent mouthfeel. High in acidity and relatively low in body, it has a vibrancy and restraint that will benefit from more time in the bottle. Best after 2019.",,91,26,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Skinner 2013 Mourvèdre (El Dorado),Mourvèdre,Skinner
4675,US,"Single block wines, such as this one, often show a tight focus rather than a broad palate. Here it works well, wrapping savory notes around red currant fruit. There's a lightly metallic ring to the flavors, running straight through the finish. Give this a few hours of decanting, or tuck it away for drinking after 2020.",Goosepen Block,91,80,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Sokol Blosser 2013 Goosepen Block Pinot Noir (Dundee Hills),Pinot Noir,Sokol Blosser
4676,US,"Farmed by the vineyard manager who owns Small Vines, another small Pinot Noir producer, this is a complex, well-crafted wine, high in acidity and high-toned red fruit, like cranberry, pomegranate and cherry, with a wisp of orange peel on their heels. Light-bodied, it finishes with black tea and mushrooms fighting for attention.",Baranoff Vineyard,91,50,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gros Ventre 2013 Baranoff Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gros Ventre
4677,US,"This wine has bold aromas of wood smoke and vanilla, a very firm, fine-grained and tannic texture, and lots of black cherry and dark plum flavors. It's a big, robust wine—pour alongside hefty proteins and settle back for the evening.",,91,70,California,Red Hills Lake County,,Jim Gordon,@gordone_cellars,Hawk and Horse Vineyards 2011 Cabernet Sauvignon (Red Hills Lake County),Cabernet Sauvignon,Hawk and Horse Vineyards
4678,Germany,"While subdued and closed off at initial tasting, time and aeration seem to bring out this wine's vibrant tangerine and apricot perfume. The spry palate is delicately sweet, juxtaposing fresh, primary stone fruit and lime flavors against a backdrop of savory earth and nut. It's a quiet wine that should gain power and depth with maturity. Hold until 2020.",Wehlener Sonnenuhr Spätlese,91,29,Mosel,,,Anna Lee C. Iijima,,Joh. Jos. Prüm 2014 Wehlener Sonnenuhr Spätlese Riesling (Mosel),Riesling,Joh. Jos. Prüm
4679,Germany,"Pristine, primary tangerine and grapefruit flavors shine brilliantly throughout this crisp, light-footed Spätlese. It's dangerously quaffable, yet nuanced by shades of candlewax, mineral and saffron that extend the finish dramatically.",Rüdesheimer Berg Rottland Spätlese,91,40,Rheingau,,,Anna Lee C. Iijima,,Johannishof 2014 Rüdesheimer Berg Rottland Spätlese Riesling (Rheingau),Riesling,Johannishof
4680,US,"Refined and complex, this limited-production, vineyard-designate wine starts with lemony acidity, but there's much more to discover as it bores down through the palate. Meyer lemons, grapefruit and nectarines are in the mix, with refreshing minerality.",Antiquum Vineyards,91,24,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,King Estate 2014 Antiquum Vineyards Pinot Gris (Willamette Valley),Pinot Gris,King Estate
4681,US,"Pretty in jasmine, lemon and orange, this is a crisp, dry and lovely wine, integrated with just enough heft on the body and a surprisingly deft length on the finish. Stock up for gatherings.",Grenache,91,18,California,North Coast,North Coast,Virginie Boone,@vboone,Kokomo 2015 Grenache Rosé (North Coast),Rosé,Kokomo
4682,Spain,"Closed and in need of air at first, this takes on a ripe, medicinal, almost candied red-fruit nose. Next up is a full, wide-bodied palate with chunky plum and raspberry flavors. This old-vines Garnacha is ripe, tasty and all about the fruit. Drink through 2020.",Propiedad,91,45,Northern Spain,Rioja,,Michael Schachner,@wineschach,Palacios Remondo 2011 Propiedad  (Rioja),Garnacha,Palacios Remondo
4683,US,"Named for a Loire Valley clone, this New World wine aspires to an Old World sensibility and achieves it in its floral invitation and bright, peppery overtones. Coiled within its thickness of tannin and dense cherry are ethereal, earthy whispers of intrigue and acidity. This is a lively, lovely wine.",Two-Fourteen,91,48,California,Napa Valley,Napa,Virginie Boone,@vboone,Lang & Reed 2013 Two-Fourteen Cabernet Franc (Napa Valley),Cabernet Franc,Lang & Reed
4684,US,"Clean aromas of honeysuckle converge with richer, rounded components of Asian pear, coconut and pineapple on the nose of this single vineyard expression. There's a caramel touch at the tip of the rich sip, with layers of brown spice, yellow fruit and rocky earth.",Lone Oak Vineyard,91,45,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Lucienne 2013 Lone Oak Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Lucienne
4685,US,"Let this burly, big-boned beauty open to fully enjoy its robust oak and fistfuls of black cherry, the oak showing in terms of toasty, slightly reductive aromas. A smooth texture keeps the wine flowing along a concentrated highway of power and ripeness.",The Flyer,91,59,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,MacPhail 2013 The Flyer Pinot Noir (Russian River Valley),Pinot Noir,MacPhail
4686,US,"This wine is a bold but well-mannered blockbuster that serves generous helpings of dark color, spicy aromas, concentrated flavors and a luxurious dry texture. It needs full-flavored, rich food to accompany it, and will deliver a lot of pleasure under those circumstances. Best to drink now through 2020.",Freakshow,91,20,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Michael David 2013 Freakshow Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Michael David
4687,US,"This medium-bodied wine has a compelling blend of restraint and power. It offers modest, fruity aromas at first, then nice tart fruit flavors that start off lean and soon expand exponentially in the mouth before tapering off elegantly on the finish. With little oak flavor in the way, it gives pure Pinot sophistication.",,91,20,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Navarro 2014 Pinot Noir (Anderson Valley),Pinot Noir,Navarro
4688,US,"This wine is agile and elegant, very firm in texture without being too full-bodied. It smells lightly smoky, slightly herbal and tastes moderately rich as subtle plum and pomegranate flavors transition to richer berry and cocoa notes on the finish. It needs time to show more complexity, so drink after 2020.",,91,40,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Occasio 2013 Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Occasio
4689,US,"Another stunning deal on this annual bottling, this wine is jammy and fruity on the nose with buttered cherries and berry jam, yet layered with baking spice and wet clay minerality. Dried strawberries, black cherries and plums show on the palate, enhanced by a toasted clove, graphite, juniper and forest floor mintiness.",Huntington,91,24,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Pali 2014 Huntington Pinot Noir (Santa Barbara County),Pinot Noir,Pali
4690,US,"The signature bottling from this winery, this very dark blend of 57% Cabernet Sauvignon, 17% Petit Verdot, 13% Malbec, 8% Merlot and 5% Cabernet Franc offers deep black plum and black currant as well as cigar box, smoked beef and caramel on the nose. A blackberry-purée flavor leads the very fruit-driven palate, which is bolstered by black pepper, violet, shaved dark chocolate and espresso bean.",Distraction,91,35,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Pear Valley 2013 Distraction Red (Paso Robles),Bordeaux-style Red Blend,Pear Valley
4691,US,"This wine has jazzy, jammy aromas and ripe blackberry and strawberry flavors, wrapping them in a warm layer of fine-grained tannins and a nice dash of sweet baking spices from aging in oak.",Riker Vineyard,91,40,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Renwood 2013 Riker Vineyard Zinfandel (Amador County),Zinfandel,Renwood
4692,Chile,"Aromas of Italian herbs like basil and oregano blend with eucalyptus and black-fruit scents. Chunky, clampy, bumpy tannins define the mouthfeel on this Cab-Syrah blend, while roasted flavors of plum, berry and chocolate finish herbal, meaty and warm. Drink through 2020.",1865 Limited Edition,91,30,Cachapoal Valley,,,Michael Schachner,@wineschach,San Pedro 2013 1865 Limited Edition Cabernet Sauvignon-Syrah (Cachapoal Valley),Cabernet Sauvignon-Syrah,San Pedro
4693,US,"Rounded strawberry, orange peel, tart black raspberry and a touch of juniper pop on the nose of this appellation blend by members of the pioneering Bargetto family. Black plum skins, crushed slate, raspberry juice and fresh-picked thyme show on the palate.",Library Selection Estate,91,40,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Soquel Vineyards 2013 Library Selection Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,Soquel Vineyards
4694,US,"Floral, pretty and light, this wine was made for porch sitting and all-around relaxing. It never gives up on fruit and complexity, offering a medium body and vibrant acidity around the rose-petaled texture. This is a lovely sipper.",Rosé of,91,19,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Starmont 2015 Rosé of Pinot Noir (Carneros),Pinot Noir,Starmont
4695,US,"The slightest shade of yellowish pink, this wine is a great study of fresh acidity and compelling texture in a rosé. Very slight and soft strawberry and squeezed lemon aromas kick off the experience, followed by light red fruit sliced by tangy kumquat on the palate. The flavors are not particularly complex or unique, but the sip is fascinating.",Rosé of,91,24,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Stephen Ross 2015 Rosé of Pinot Noir (Edna Valley),Pinot Noir,Stephen Ross
4696,US,"Though pale in hue, this is big in flavor. It's a textbook Pinot Noir rosé, sharp, tight and showing deep flavors of rhubarb, rosewater and strawberry fruit. There's exceptional length along with the lovely, fresh fruit flavors.",Pinot Noir,91,25,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Stoller 2015 Pinot Noir Rosé (Dundee Hills),Rosé,Stoller
4697,US,"This is a lovely, full-bodied expression of apple blossom aromas, just-ripe pear and orange Creamsicle, a balanced mix of rich and sublime that remains smooth and silky on the palate with a lingering finish.",Reserve,91,35,California,Napa Valley,Napa,Virginie Boone,@vboone,Stonehedge 2014 Reserve Chardonnay (Napa Valley),Chardonnay,Stonehedge
4698,Spain,"Fresh, pure berry aromas don't mess around. This fruit-forward Crianza is mouth-filling and borders on lush. Flavors of black cherry, blackberry, pepper and spice finish solid as a rock, with length and a confirming sense of quality.",Fincas Landaluce Crianza,91,17,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Landaluce 2012 Fincas Landaluce Crianza  (Rioja),Tempranillo,Bodegas Landaluce
4699,Spain,"This Crianza is strapping on the nose, with fairly big but not overdone black-fruit aromas. A ripe, chewy palate with moderate tannins holds peppery wild berry flavors that settle on plum. A dark, toasty, peppery finish is mild and smooth. Overall, this offers a lot to like.",Cosme Palacio Vendimia Seleccionada,91,20,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Palacio 2012 Cosme Palacio Vendimia Seleccionada  (Rioja),Tempranillo,Bodegas Palacio
4700,France,"Dominated by Pinot Noir, this is a tight and stalky wine. It is almost too light, with its acidity and tight tannins to the front. Probably as it softens it will round out, so wait until late 2016 to drink.",,87,18,Loire Valley,Cheverny,,Roger Voss,@vossroger,Benoît Daridan 2014 Pinot Noir-Gamay (Cheverny),Pinot Noir-Gamay,Benoît Daridan
4701,France,"Made from Pinot Noir, this fresh and light rosé is packed with red berries and lively acidity. It is perfumed, dry and very fruity. Drink now.",,87,18,Loire Valley,Cheverny,,Roger Voss,@vossroger,Benoît Daridan 2014 Rosé (Cheverny),Rosé,Benoît Daridan
4702,Portugal,"A full ripe and refreshingly fruity wine, this is full of grapefruit, apricot and ripe pear flavors. It has a touch of spice and a firmly mineral character. Drink now.",Vinha do Putto Branco,87,14,Bairrada,,,Roger Voss,@vossroger,Campolargo 2013 Vinha do Putto Branco White (Bairrada),Portuguese White,Campolargo
4703,US,"Scents softly suggest rose petals and milk chocolate, leading into a wine that seems to hit a hard stop midpalate. A clear flavor of cold steel resonates against a counterpoint of tart berry fruit.",Oregon,87,22,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coeur de Terre 2013 Oregon Pinot Noir (Willamette Valley),Pinot Noir,Coeur de Terre
4704,US,"A hint of sweat in the nose blows away to reveal a solid core of cherry fruit, along with broad flavors of stem, coffee and earth. This wine is substantial, though that slightly funky character lingers into the finish.",,87,25,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Cummins Road 2012 Pinot Noir,Pinot Noir,Cummins Road
4705,Italy,"Warm and full-bodied, this opens with aromas of espresso, fig, dried berry, toasted oak and clove. The dense palate offers raisin, oak, roasted coffee bean and spearmint alongside round tannins. You'll also notice the heat of evident alcohol.",Bricco Paradiso,87,30,Piedmont,Barbera d'Asti Superiore,,Kerin O’Keefe,@kerinokeefe,Il Falchetto 2013 Bricco Paradiso  (Barbera d'Asti Superiore),Barbera,Il Falchetto
4706,Italy,"Aromas of crushed dark-skinned berry, violet, clove and a hint of chopped herb lead the nose. The lean palate offers raw raspberry, sour cherry and ground pepper alongside firm tannins. A note of bitter walnut closes the finish.",,87,28,Piedmont,Dogliani Superiore,,Kerin O’Keefe,@kerinokeefe,La Fusina 2013  Dogliani Superiore,Dolcetto,La Fusina
4707,Germany,"Saffron and orange blossoms perfume this intensely ripe, almost honey-slick Kabinett. There's a zesty backbone of tangerine acidity, but the palate is a crush of ruddy yellow peach and nectarine flavors. It's a luscious, forward wine to enjoy young.",Piesporter Goldtröpfchen Kabinett,87,16,Mosel,,,Anna Lee C. Iijima,,Leonard Kreusch 2014 Piesporter Goldtröpfchen Kabinett Riesling (Mosel),Riesling,Leonard Kreusch
4708,Argentina,"Crisp almost scratchy aromas of herbal red fruits are a bit strained. This feels solid, with ample volume. Earthy flavors of tomato sauce, mixed spices, stewed plum and cassis finish long and herbal, with some grace.",,87,22,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Luigi Bosca 2012 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Luigi Bosca
4709,Italy,"French oak, vanilla, coconut, menthol and berry aromas lead the nose and carry over to the bracing palate along with close-grained tannins that leave a rather astringent finish.",Printi Riserva,87,45,Piedmont,Roero,,Kerin O’Keefe,@kerinokeefe,Monchiero Carbone 2011 Printi Riserva  (Roero),Nebbiolo,Monchiero Carbone
4710,Italy,"Aromas of dried berry, plum, rose and underbrush lead the nose. The easygoing palate offers raisin, blackberry jam, walnut and black pepper. Enjoy through 2017.",La Ribelle,87,20,Piedmont,Barbera d'Asti,,Kerin O’Keefe,@kerinokeefe,Montalbera 2014 La Ribelle  (Barbera d'Asti),Barbera,Montalbera
4711,Spain,"Aromas of Middle Eastern spices, pencil eraser, oak grain, red plum and cherry make for a complete nose. This Tempranillo offers good body and a fair amount of oak on the palate along with spicy plum fruit that tastes more oaky and lactic on the finish.",Crianza,87,12,Northern Spain,Rioja,,Michael Schachner,@wineschach,Raiza 2013 Crianza  (Rioja),Tempranillo,Raiza
4712,US,"This wine is made from a majority of Cabernet Sauvignon, with tiny additions of Merlot, Malbec and Petit Verdot. A minty, menthol streak is strong on the nose, veering into almost eucalyptus, while dried herb and a shot of gunpowder provide additional savory aromas and flavors. Big tannins need time in the glass to mellow.",Reserve,87,90,California,Mount Veeder,Napa,Virginie Boone,@vboone,Mount Veeder 2012 Reserve Red (Mount Veeder),Bordeaux-style Red Blend,Mount Veeder
4713,Italy,"Toasted oak, coconut, espresso and exotic spice aromas come together in the glass. The firm palate offers blackberry, licorice and oak-driven spice alongside grainy tannins and brisk acidity.",Fiorenza Cascina Meriame,87,,Piedmont,Barbera d'Alba Superiore,,Kerin O’Keefe,@kerinokeefe,Paolo Manzone 2013 Fiorenza Cascina Meriame  (Barbera d'Alba Superiore),Barbera,Paolo Manzone
4714,Germany,"While a touch brambly on the nose, ripe rich tangerine and yellow plum flavors take the spotlight in this sunny off-dry Riesling. It's plush on the palate but pleasant, accessible and forward. Drink now.",,87,16,Mosel,,,Anna Lee C. Iijima,,Peter Nicolay 2014 Riesling (Mosel),Riesling,Peter Nicolay
4715,Germany,"Slightly oxidized tones of pressed apple and pear are lifted by a shock of lemony acidity in this spry semi-dry Riesling. The tangerine palate extends moderately long, encouraged by a swathe of dried herb notes.",Ürziger Goldwingert Spätlese,87,30,Mosel,,,Anna Lee C. Iijima,,Peter Nicolay 2014 Ürziger Goldwingert Spätlese Riesling (Mosel),Riesling,Peter Nicolay
4716,Italy,"Aromas of mature plum, espresso, coconut and toasted oak lead the nose. The firm palate offers fig, blackberry jam, licorice and roasted coffee bean alongside firm, fine-grained tannins. The fruit is starting to dry up so drink sooner rather than later.",Armujan,87,28,Piedmont,Barbera d'Alba,,Kerin O’Keefe,@kerinokeefe,Podere Ruggeri Corsini 2012 Armujan  (Barbera d'Alba),Barbera,Podere Ruggeri Corsini
4717,Portugal,This is a solid mineral and tannin dominated wine. It has black currant fruits which are still buried by the tense tannins and stalky texture. It therefore needs some time to develop and broaden out. Drink from 2018.,Pomares,87,15,Douro,,,Roger Voss,@vossroger,Quinta Nova de Nossa Senhora do Carmo 2011 Pomares Red (Douro),Portuguese Red,Quinta Nova de Nossa Senhora do Carmo
4718,US,"This wine comes from Alexander Valley-grown Malbec, a variety the producer has been planting in earnest over the last few years. Dark pink-red, it is medium bodied and refreshing, with notes of cherry, blueberry and vanilla.",Rosé of,87,25,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Rodney Strong 2014 Rosé of Malbec (Sonoma County),Malbec,Rodney Strong
4719,US,"Anchored in fig, plum and berry fruit, this is a substantial effort for both the vintage and the price. It will show best with hearty, cold-weather dishes. Hints of cinnamon and chocolate extend the finish.",,87,20,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Silvan Ridge 2013 Pinot Noir (Willamette Valley),Pinot Noir,Silvan Ridge
4720,Portugal,"A surprisingly fresh wine for an Alvarinho from the hot Alentejo. It shows crisp acidity, with lime and apricot flavors and a bright, crisp aftertaste.",Terra d'Alter,87,14,Alentejano,,,Roger Voss,@vossroger,Terras de Alter 2014 Terra d'Alter Alvarinho (Alentejano),Alvarinho,Terras de Alter
4721,Portugal,"This is an attractive, perfumed wine that is a blend of Síria, Arinto and Viognier. It's the Viognier that gives the perfumed character that makes it so distinctive. It's fruity, lightly textured and ready to drink.",Terra d'Alter,87,10,Alentejano,,,Roger Voss,@vossroger,Terras de Alter 2014 Terra d'Alter White (Alentejano),Portuguese White,Terras de Alter
4722,Germany,"Freshly snipped thyme and bramble notes are prominent, yet unobtrusive against a backdrop of honey-kissed lemon and lime in this brisk off-dry Riesling. It's a zesty sprightly wine to drink young.",Relax,87,10,Mosel,,,Anna Lee C. Iijima,,Schmitt Söhne 2014 Relax Riesling (Mosel),Riesling,Schmitt Söhne
4723,Australia,"Blended from Yarra Valley and King Valley fruit, this light-bodied Pinot Noir is silky in texture, with a lingering finish. Modest red fruit combines with earthier notes of parsnip. Drink now.",,87,14,Victoria,Victoria,,Joe Czerwinski,@JoeCz,Shoofly 2014 Pinot Noir (Victoria),Pinot Noir,Shoofly
4724,Israel,"This wine has aromas of lemongrass and apricot with a touch of petrol. It offers flavors of peach, apricot, vanilla and jasmine. It is very soft in the mouth, and the bright finish is marked by floral notes.",Mt. Tabor,87,15,Galilee,,,Mike DeSimone,@worldwineguys,Tabor 2014 Mt. Tabor Chardonnay (Galilee),Chardonnay,Tabor
4725,Argentina,"Earthy slightly grassy infusions work their way onto a hot energetic bouquet. This feels racy, drawing and a bit clampy, while woody spicy flavors of rubbery berry fruits finish bold and hot like the beginning.",,87,20,Mendoza Province,Uco Valley,,Michael Schachner,@wineschach,Tiza 2013 Malbec (Uco Valley),Malbec,Tiza
4726,US,"Perfumed aromas of cherry, forest floor and cinnamon bring appeal to this light-colored wine. It's delicate and airy in style, with cranberry flavors on the finish.",,87,17,Oregon,Oregon,Oregon Other,Sean P. Sullivan,@wawinereport,Larkspur 2013 Pinot Noir (Oregon),Pinot Noir,Larkspur
4727,US,"This estate-grown effort is almost jet black, and scented with tar, smoke and black fruits. It's dense beyond dense, and completely shut down. Even after aeration, decanting, and hours of breathing time, it remained stubbornly closed. Brief hints of tobacco and earth, cassis and coffee suggest that with more bottle age, this one could really blossom.",,87,30,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Ledger David 2013 Malbec (Rogue Valley),Malbec,Ledger David
4728,US,"Black cherry, chipped slate and an earthy nutmeg character show on the nose of this stylishly labeled bottling. Medium in weight, it offers energetic and tart cranberry-cherry flavors as well as a menthol element on the palate, which is tangy throughout and wipes up clean.",,87,20,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Liberated 2013 Pinot Noir (Monterey County),Pinot Noir,Liberated
4729,Portugal,"The wine is young, still more structure than fruit. It has firm tannins as well as juicy blackberry fruits. A blend of Syrah, Cabernet Sauvignon and Touriga Nacional, it is likely to age for a few months, so drink from the end of 2016.",3 Castas,87,10,Tejo,,,Roger Voss,@vossroger,Fiuza 2014 3 Castas Red (Tejo),Portuguese Red,Fiuza
4730,US,"An earthy, leathery, spicy nose dominates this 100% Cabernet from 17-year-old vines. This is an elegant, complex, earthy wine, beautifully balanced with classic cassis laced with leather, barnyard, coffee, smoke and spice. 180 cases made.",Seven Hills Vineyard Reserve,91,32,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 1997 Seven Hills Vineyard Reserve Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Seven Hills
4731,US,"A much more concentrated version of the regular bottling. The fruit is still raspberries and cherries, but there is more focus and power, and it’s wrapped in smooth milk chocolate. A flat-out delicious bottle of Merlot.",Reserve,90,45,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Canoe Ridge 1998 Reserve Merlot (Columbia Valley (WA)),Merlot,Canoe Ridge
4732,US,"From the highest (at 1,000 feet) of the Kunde's vineyards, it's lavishly oaked, with aromas of butterscotch, spice and custard; also nutty and creamy notes. Marked by intense tropical fruit aromas and oriental spices, it also tastes very rich. It's the best of a very good trio of limited-production Chardonnay wines.",C.S. Ridge Vineyard,90,20,California,California,California Other,,,Kunde 1998 C.S. Ridge Vineyard Chardonnay (California),Chardonnay,Kunde
4733,US,"This massively oaky wine smells like an explosion in a spice factory, with ginger, cinnamon, clove and nutmeg aromas, accented by vanilla, brown sugar, butterscotch and honey. Somewhere in there is some ripe tropical fruit. Enormous and full-bodied, it's a dense, unctuous wine.",Hope's Cuvée,90,60,California,California,California Other,,,Signorello 1998 Hope's Cuvée Chardonnay (California),Chardonnay,Signorello
4734,US,"Harvested at a lip-smacking 42.5° brix, this seductive wine explodes on the palate with bright grapefruit and citrus flavors, highlighted with sharp acids and finishing with lingering notes of caramel and butter. Long and delicious.",Late Harvest,90,23,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Chateau Ste. Michelle 1997 Late Harvest Sémillon (Columbia Valley (WA)),Sémillon,Chateau Ste. Michelle
4735,US,"The effusive, floral, fragrant nose opens into phenomenal tangerine and satsuma orange flavors, enlivened with spice and a wonderful, refreshing mouthfeel (from barrel fermentation). Best Buy.",Oak Ridge Vineyard,90,12,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Canoe Ridge 1999 Oak Ridge Vineyard Gewürztraminer (Washington),Gewürztraminer,Canoe Ridge
4736,US,"After you've had oceans of Chardonnay and don't think there's room for a drop more, along comes a wine like this to change your mind. It's not just the peach, pear and tropical fruit, or the honeyed, vanilla-scented buttered toast, or the oriental spices, or the clean acidity, or the rich, creamy texture. It's all of these together, in a balanced package.",Winemaker's Reserve,90,25,California,California,California Other,,,Château Souverain 1998 Winemaker's Reserve Chardonnay (California),Chardonnay,Château Souverain
4737,US,"This David Lake Signature Series wine blends two different clones, Sangiovese Piccolo and Sangiovese Grosso, and starts with a lovely, complex bouquet of rose petals, strawberry, watermelon, cherry and cocoa. It's supple, elegant and graceful, with pretty accents and subtle spicy highlights nicely spaced across the palate. A delicate, sensuous wine.",Red Willow Vyd,90,18,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Winery 1998 Red Willow Vyd Sangiovese (Yakima Valley),Sangiovese,Columbia Winery
4738,US,"A tremendously rich, oaky Chard that will blast your socks off and then some. The fruit is really complex, ranging from green apples to savory ripe peaches on into tropical fruit, and there's a dusty sprinkling of cinnamon and ginger. For sur-lie freaks, there's lots of creamy, yeasty, nutty notes contributing to this delicious, hard-hitting wine.",Reserve,90,30,California,Sonoma Valley,Sonoma,,,Kunde 1998 Reserve Chardonnay (Sonoma Valley),Chardonnay,Kunde
